@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute data4 numeric
@attribute data5 numeric
@attribute data6 numeric
@attribute data7 numeric
@attribute data8 numeric
@attribute data9 numeric
@attribute data10 numeric
@attribute data11 numeric
@attribute data12 numeric
@attribute data13 numeric
@attribute data14 numeric
@attribute data15 numeric
@attribute data16 numeric
@attribute data17 numeric
@attribute data18 numeric
@attribute data19 numeric
@attribute data20 numeric
@attribute data21 numeric
@attribute data22 numeric
@attribute data23 numeric
@attribute data24 numeric
@attribute data25 numeric
@attribute data26 numeric
@attribute data27 numeric
@attribute data28 numeric
@attribute data29 numeric
@attribute data30 numeric
@attribute data31 numeric
@attribute data32 numeric
@attribute data33 numeric
@attribute data34 numeric
@attribute data35 numeric
@attribute data36 numeric
@attribute data37 numeric
@attribute data38 numeric
@attribute data39 numeric
@attribute data40 numeric
@attribute data41 numeric
@attribute data42 numeric
@attribute data43 numeric
@attribute data44 numeric
@attribute data45 numeric
@attribute data46 numeric
@attribute data47 numeric
@attribute data48 numeric
@attribute data49 numeric
@attribute data50 numeric
@attribute data51 numeric
@attribute data52 numeric
@attribute data53 numeric
@attribute data54 numeric
@attribute data55 numeric
@attribute data56 numeric
@attribute data57 numeric
@attribute data58 numeric
@attribute data59 numeric
@attribute data60 numeric
@attribute data61 numeric
@attribute data62 numeric
@attribute state {1,2}

@data
2.241357,2.268924,2.581038,2.451383,2.144521,2.514539,2.407565,2.369767,2.449828,2.184567,2.301214,1.940624,2.241209,2.167598,2.408269,2.284211,2.322711,2.277965,2.021001,2.393814,2.307623,2.342588,2.404958,2.039487,2.294260,1.968333,2.307274,2.236568,2.300982,2.428252,2.047351,2.287511,1.684643,2.278087,2.165845,2.406677,2.525991,2.274540,2.411330,2.119024,2.353002,2.285214,2.546031,2.824140,2.479189,2.678978,2.141535,2.105916,2.152238,1.978783,2.146317,2.297412,2.202959,2.072924,2.117728,2.135652,2.061541,2.003858,2.117031,2.071429,2.257296,2.357786,2.273168,1
2.325425,2.351724,2.516484,2.439706,2.165151,2.296123,2.254743,2.449976,2.525636,2.271629,2.411128,2.073836,2.222817,2.204356,2.512850,2.466143,2.442207,2.476346,1.790044,2.186799,2.118823,2.361955,2.418313,2.181097,2.318258,2.089193,2.344276,2.267582,2.682141,2.699887,2.508039,2.638617,2.102133,2.109365,2.143659,2.791555,2.896352,2.675311,2.761740,2.429355,2.555100,2.516015,2.897232,2.921366,2.612395,2.815553,2.668314,2.476604,2.589130,2.028358,2.081542,2.068755,2.053906,2.150277,1.972178,2.042483,2.394575,2.402042,2.560347,2.475962,1.638649,2.076236,1.946843,1
1.764388,2.096976,1.921220,2.007065,2.309257,2.673967,2.534412,1.917507,2.265792,2.666188,2.534368,2.531911,2.468804,2.499102,1.876449,2.114938,2.212662,2.174804,2.366964,2.548822,2.431182,2.024142,2.315042,2.218341,2.266141,2.186007,2.436119,2.349763,2.518108,2.531202,2.332959,2.492193,2.306247,2.427494,2.355344,2.562544,2.740825,2.713929,2.737909,2.712846,2.619621,2.669944,2.798731,2.856816,2.837422,2.889586,2.758523,2.597844,2.692355,1.689295,1.974416,1.800217,1.848395,2.100768,2.392459,2.265353,2.009156,1.983703,1.678565,1.904496,2.164108,2.362061,2.241724,1
2.058259,2.307651,2.015649,2.217076,2.611370,2.490814,2.470339,2.027046,2.218968,2.100550,2.189476,2.533989,2.505723,2.469796,2.035929,2.180982,2.221152,2.185766,2.654223,2.609337,2.552769,2.297807,2.383004,2.499892,2.464281,1.994243,1.912116,1.921324,2.430412,2.614221,2.262430,2.478225,2.485868,2.478946,2.426815,2.777705,2.859734,2.886496,2.879850,2.445575,2.283697,2.333388,2.674975,2.923388,2.514037,2.781937,2.547629,2.561631,2.532082,2.139583,2.391998,1.965403,2.277380,2.249925,2.157832,2.145294,1.563413,1.726225,1.649122,1.646449,2.361984,2.259050,2.213485,1
1.784404,2.215235,2.315888,2.289330,2.351759,2.387392,2.356933,2.244704,2.338456,2.174638,2.267557,1.976746,2.166177,2.058434,2.286015,2.516399,2.309936,2.408703,2.263468,2.329062,2.258207,2.351760,2.667236,2.585817,2.626081,2.222530,2.203152,2.161676,2.522392,2.538230,2.328434,2.457309,2.075546,2.087768,2.078878,2.679867,2.944971,2.865828,2.919860,2.364841,2.323147,2.311281,2.727309,2.926016,2.607096,2.793694,2.300003,2.204259,2.256635,1.775286,2.495117,2.452536,2.452979,2.198106,2.281243,2.182824,1.872040,1.836117,2.036980,1.969863,2.299900,2.305734,2.286817,1
2.326203,2.345794,2.226321,2.332261,2.269545,2.599458,2.466461,2.074323,2.373708,2.081024,2.256588,2.225819,2.385339,2.295767,2.147976,2.103252,2.063288,2.119809,2.561232,2.720148,2.612327,2.437547,2.583984,1.989730,2.404121,2.460786,2.483049,2.392323,2.313606,2.545702,2.066417,2.390351,2.107653,2.211232,2.184942,2.643439,2.681158,2.212310,2.530411,2.230876,2.177745,2.150279,2.665563,2.973435,2.484853,2.792923,2.462765,2.123322,2.307660,2.259367,2.395877,2.245025,2.334508,2.161302,2.454157,2.305565,2.136877,2.227582,1.948433,2.148854,2.216382,2.417693,2.343724,1
2.123172,2.143359,2.077077,2.161947,2.159186,2.635216,2.491452,2.100450,2.318389,2.035647,2.209117,2.240188,2.487019,2.393291,1.424760,1.862049,1.934954,1.933992,2.346991,2.578995,2.479520,2.879593,2.999164,2.739994,2.910869,2.663608,2.362168,2.478803,2.926145,2.963109,2.636840,2.860354,2.296233,2.417712,2.356789,3.406234,3.536385,3.223500,3.420502,3.049390,2.711665,2.877166,3.323138,3.347176,2.887619,3.211692,2.439276,2.641039,2.590474,2.029133,2.023772,1.738677,1.979443,2.109702,2.412902,2.318806,2.093138,2.274206,2.169467,2.244927,2.525922,2.505002,2.487159,1
1.953545,2.516563,2.297363,2.352497,2.146530,2.524729,2.430057,2.145943,1.988859,2.415875,2.290018,2.171269,2.246881,2.244564,2.021987,2.271259,2.372897,2.285191,2.219257,2.256797,2.222274,2.175853,2.060157,1.847241,1.942235,2.073175,2.203697,2.132228,2.372595,2.301063,2.214238,2.266726,1.992689,1.793791,1.872201,2.474290,2.434993,2.248855,2.309502,1.956380,2.032037,2.012029,2.731297,2.590022,2.586866,2.597032,2.275511,2.333788,2.309314,1.938496,2.453926,2.283262,2.311925,1.944608,2.194132,2.126834,1.840855,2.441617,2.230571,2.313644,1.784120,2.128450,2.035317,1
1.972457,2.416607,2.614259,2.539530,2.340051,2.534019,2.494479,2.039829,2.232162,2.607167,2.468063,2.486705,2.260849,2.372592,2.289561,2.451554,2.786881,2.671616,2.489934,2.428191,2.447959,2.342962,2.272776,2.199859,2.230636,2.149059,2.247072,2.223411,2.302085,2.446005,2.620539,2.524794,2.228596,2.128663,2.185240,2.612112,2.538882,2.275177,2.411338,2.276034,2.280683,2.266976,2.525678,2.615842,2.706610,2.635873,2.380482,2.174310,2.257516,2.003620,2.522605,2.416538,2.436363,2.194150,2.072052,2.187453,1.676873,2.040337,2.330656,2.254024,1.936510,2.031784,2.029606,1
1.921942,2.132964,2.321769,2.278910,2.271338,2.419271,2.362974,2.062442,2.423105,2.615049,2.530622,2.690312,2.403930,2.568943,2.215938,2.368095,2.265320,2.353151,2.294423,2.482867,2.431641,1.854254,2.319312,2.161768,2.222940,2.020088,2.033558,2.046671,2.223758,2.540203,2.517857,2.491832,2.272074,2.489806,2.444253,2.218032,2.471226,2.164886,2.350473,2.411468,2.221959,2.317124,2.479897,2.711577,2.905932,2.822373,2.886080,2.440381,2.712363,1.682663,1.939987,2.089216,2.052506,2.192952,1.949080,2.076532,1.667426,1.950641,2.010297,2.018278,1.862671,1.999619,1.987978,1
1.464312,1.801639,2.086373,1.989152,2.353676,2.539258,2.481439,1.673432,2.274730,2.480619,2.394412,2.661145,2.463109,2.577418,1.676956,2.097767,1.989490,2.026666,2.256250,2.511387,2.458460,1.789071,2.309099,2.196251,2.221096,2.416459,2.504366,2.482801,1.756643,2.371819,2.392344,2.364693,2.145550,2.403712,2.357869,1.918599,2.429915,2.435461,2.404783,2.795288,2.772614,2.778805,2.042075,2.683547,2.889104,2.804837,2.880392,2.476423,2.718443,1.310971,1.649233,1.941711,1.804193,2.058546,2.153285,2.145068,1.173634,1.852733,1.980967,1.905631,1.787668,2.267078,2.168973,1
1.589635,1.809091,1.636424,1.749876,2.281179,2.592791,2.509335,1.367562,2.124801,2.404250,2.270517,2.525607,2.538383,2.532113,1.667445,2.069413,1.983324,2.013823,2.104043,2.401371,2.312126,1.732805,2.053196,2.262927,2.172735,2.504819,2.706788,2.628417,1.662999,2.009379,2.203064,2.125185,2.268152,2.210668,2.289382,1.803413,2.263817,2.568218,2.427849,2.959159,2.987022,2.973836,1.812002,2.448139,2.704750,2.613202,2.829524,2.467538,2.701576,1.513527,1.758125,1.838977,1.822981,2.096936,2.145145,2.166234,1.307775,1.601875,1.480879,1.540854,1.879539,2.350030,2.213601,1
1.568519,1.812706,1.841951,1.809040,2.188220,2.445179,2.382884,1.214538,2.039135,2.371127,2.218128,2.396712,2.148326,2.274195,1.568896,1.987586,2.117954,2.058037,2.323614,2.279239,2.311394,1.596350,2.138021,2.159295,2.099597,2.346053,2.484549,2.428602,1.750283,2.029147,2.434058,2.288880,2.482027,2.253597,2.387928,1.712663,2.343909,2.438552,2.324488,2.718280,2.613326,2.679055,1.817747,2.165747,2.769353,2.594862,2.925989,2.708173,2.827839,1.398411,1.859063,1.908462,1.850201,1.952411,1.827314,1.916193,1.494654,1.716555,1.789163,1.715761,2.049347,2.282294,2.209377,1
1.829156,2.026792,2.286958,2.224302,2.339692,2.215881,2.292656,2.117694,2.380054,2.136744,2.292790,2.442492,2.520223,2.425190,2.237155,2.449489,2.187567,2.382737,2.385693,2.531666,2.436098,1.997242,2.095399,2.153073,2.162342,2.038952,2.126431,2.118606,2.396990,2.502666,2.201884,2.430347,2.028860,2.282121,2.181459,2.441780,2.443155,2.286858,2.388722,2.325252,2.441543,2.375451,2.768449,2.875351,2.544325,2.779649,2.394058,2.507200,2.445127,1.537864,2.123956,2.224442,2.203400,1.931592,2.107361,2.077457,1.858350,1.996954,1.869975,1.954387,2.122127,2.354527,2.258040,1
2.314456,2.551925,2.491323,2.564457,2.658117,2.523784,2.528903,2.466222,2.460825,1.986911,2.317867,2.059394,2.069983,2.030653,2.505642,2.594995,2.141392,2.461129,2.132310,2.296650,2.186927,2.337460,2.534448,2.394722,2.496543,2.370256,2.231155,2.236101,2.697427,2.676089,1.932270,2.504658,1.982307,2.389158,2.270530,2.757447,2.923531,2.622289,2.811412,2.400659,2.171639,2.267877,3.093221,3.061862,2.404628,2.903821,2.254852,2.349080,2.317634,2.167256,2.500480,2.303641,2.428986,2.495001,2.436874,2.396409,2.107165,2.245481,1.994347,2.178552,2.190798,2.404687,2.320235,1
1.950405,2.059885,2.060588,2.077934,2.530456,2.642625,2.531873,2.475291,2.447963,2.363271,2.405689,2.113138,2.012763,2.028284,2.446027,2.488864,2.432317,2.459523,2.289859,2.352928,2.264654,2.260923,2.517055,2.401499,2.472320,2.518223,2.270951,2.318835,2.678893,2.578024,2.271511,2.478553,2.212458,2.216511,2.179394,2.737467,2.934982,2.683294,2.827171,2.485789,2.238865,2.326634,3.107337,3.010091,2.549864,2.884436,2.430515,2.356440,2.355516,1.703731,1.996330,1.992042,1.986492,2.536414,2.411256,2.393070,2.079196,2.005488,1.976313,2.018222,2.041665,2.221732,2.119890,1
1.834129,1.846014,2.054649,1.949121,2.212637,2.433322,2.345375,2.219568,2.457265,2.485513,2.458298,2.195188,2.205643,2.147176,2.087240,2.341628,2.512951,2.416182,2.361558,2.408891,2.324865,1.858950,2.237376,2.177382,2.182597,2.230913,2.319240,2.230301,1.714550,2.031997,2.346585,2.199606,2.069636,2.048134,2.003720,2.154799,2.364951,2.211585,2.288107,2.115076,2.193360,2.087605,2.384980,2.574535,2.551177,2.561692,2.378912,2.380445,2.351586,1.701848,1.865623,1.751830,1.831227,2.391335,2.302970,2.330103,1.468156,1.821572,2.024697,1.926708,2.090734,2.205077,2.114627,1
1.920657,2.122254,2.111622,2.145852,2.220656,2.024624,2.110286,1.645768,2.118737,2.348171,2.247380,2.488337,2.324817,2.386442,1.735906,2.008620,2.357853,2.214118,2.558409,2.583960,2.569046,1.511012,2.001598,2.065632,1.998203,2.394254,2.500080,2.461176,1.578039,2.161808,2.256065,2.190256,2.461931,2.217587,2.290061,2.118666,2.256919,2.065776,2.195137,2.169494,2.349291,2.282907,2.025078,2.587438,2.508294,2.519780,2.551812,2.310538,2.399759,1.874091,2.044652,1.765328,1.960761,2.209254,2.189586,2.195187,0.962712,1.396826,1.806662,1.651103,2.214256,2.188060,2.161954,1
2.206682,2.327531,2.300215,2.337855,2.248378,2.115728,2.197443,2.034893,2.354731,2.429121,2.380266,2.622002,2.459392,2.536541,2.571450,2.542258,2.286380,2.448716,2.684437,2.698955,2.693172,2.777340,3.048139,2.863686,2.964591,2.541053,2.533454,2.570536,3.260263,3.245144,2.661517,3.082980,2.644411,2.725598,2.666844,3.531087,3.711331,3.420687,3.594769,2.709658,2.532679,2.658203,3.540352,3.559230,3.094266,3.414412,2.986545,2.738382,2.838542,2.051601,2.224112,2.108374,2.204917,2.148817,2.022961,2.098791,2.766533,2.749210,2.185742,2.609544,2.214478,2.245089,2.225649,1
2.045320,2.142766,2.198723,2.190900,2.390192,2.504208,2.409627,1.684228,2.208132,2.082140,2.146949,2.428500,2.660935,2.554389,2.035637,2.307976,1.947021,2.165013,2.359673,2.664919,2.546693,1.545915,1.858332,1.935672,1.818161,2.149329,2.423663,2.364460,1.965164,2.231709,2.044266,2.154134,2.430186,2.678037,2.555542,2.117386,2.167304,2.147548,2.082320,1.989425,2.367419,2.276105,2.063625,2.356297,2.234835,2.267378,2.516361,2.674583,2.568696,1.805514,1.913743,2.048053,1.984217,1.871083,1.967942,1.908177,1.992894,2.015194,1.911899,2.017292,2.227159,2.488514,2.369667,1
1.913610,1.916369,1.624759,1.800440,2.507972,2.805740,2.674896,1.593481,2.055871,2.033470,2.007725,2.390983,2.622591,2.511402,1.556333,1.903005,1.857757,1.840639,2.149522,2.540626,2.409609,1.553074,1.745323,1.712035,1.689071,1.995714,2.422532,2.319027,1.455095,1.973904,1.779820,1.853678,2.575680,2.589717,2.527233,1.720011,1.777160,1.858653,1.835506,2.278959,2.390438,2.338307,1.902457,2.250845,2.141478,2.177485,2.560027,2.675408,2.581012,1.727178,1.673901,1.457560,1.577353,1.785721,2.289310,2.155154,1.857042,1.591472,1.482097,1.603835,2.776924,2.787910,2.740613,1
1.605139,2.172768,2.281075,2.205432,2.076288,2.433204,2.341495,2.455467,2.422696,1.802973,2.271416,2.456858,2.376271,2.440749,2.514858,2.525335,1.906342,2.376882,2.450708,2.658226,2.618270,1.774874,1.740566,1.626310,1.700939,2.070929,2.434375,2.353169,2.179475,2.508583,2.028513,2.326080,2.285746,2.224436,2.301440,1.933416,2.144184,1.998343,2.060701,2.125742,2.250868,2.247662,2.561497,2.794923,2.267761,2.630237,2.567522,2.163018,2.407441,1.456717,1.811390,1.990822,1.937374,1.938227,2.119179,2.071665,1.450600,1.936906,2.018253,1.934447,2.365975,2.433495,2.408525,1
1.681814,2.206716,2.328514,2.265681,2.549428,2.730673,2.663318,2.396560,2.358113,1.793953,2.210730,2.366458,2.220617,2.315850,2.516246,2.561214,1.995576,2.392251,2.375771,2.481417,2.456085,1.873065,2.102705,2.036117,2.046290,2.045981,2.068518,2.067036,2.320992,2.641109,2.301236,2.493327,2.488865,2.464719,2.489840,2.307463,2.617898,2.389831,2.503963,2.385032,2.183265,2.273520,2.676090,2.882314,2.290755,2.716547,2.673086,2.443852,2.573290,1.457842,1.890900,2.102236,1.998847,1.920064,2.121109,2.033329,1.704313,2.192823,2.211072,2.153855,2.236346,2.536850,2.428419,1
2.221706,2.086763,1.735183,1.992638,2.540936,2.633935,2.601903,1.522379,1.749174,1.889319,1.822507,2.147726,1.943253,2.063256,1.938150,2.292177,2.029598,2.155958,1.912271,2.191338,2.113451,1.716083,2.081526,1.744747,1.916958,2.197236,1.987473,2.109443,1.813600,2.071770,2.171196,2.090280,2.150540,2.307509,2.287913,1.950744,2.448919,2.157019,2.283219,2.592324,2.334183,2.445406,1.809986,2.156422,2.351374,2.261574,2.279527,2.182827,2.261992,1.569032,1.884885,1.977806,1.902369,2.050793,2.330286,2.249605,1.795113,1.837283,1.750778,1.771512,2.162221,2.417877,2.338148,1
2.204234,2.075751,1.798257,2.016193,2.289100,2.530190,2.444868,1.659799,1.609273,1.762307,1.748322,2.285779,2.549019,2.494270,1.989028,2.245687,2.087188,2.180492,2.380793,2.671490,2.594403,1.830229,2.077769,1.876767,1.986876,2.205572,2.350709,2.320752,1.770917,1.851293,1.914268,1.919962,1.805809,2.403692,2.276407,1.933569,2.171778,2.011067,2.088460,2.048707,2.058430,2.088303,2.024859,2.279433,2.280751,2.286799,2.162621,2.453267,2.381135,1.725819,1.868070,2.031439,1.942071,2.155945,2.279151,2.260614,1.852982,1.755592,1.731160,1.800893,2.173578,2.230408,2.183715,1
2.501961,2.490139,2.229348,2.387235,2.282968,2.567426,2.453438,2.403980,2.557901,2.194957,2.415552,2.375028,2.501985,2.463608,2.191030,2.435189,2.092069,2.310676,2.506328,2.641909,2.568259,2.196579,2.444923,2.040659,2.279107,2.144258,2.180889,2.123561,2.439404,2.304831,1.978397,2.206311,2.208877,2.453188,2.372260,2.355649,2.586916,2.164874,2.432837,1.873222,2.099735,2.024729,2.668037,2.553669,2.234763,2.433623,2.306755,2.330646,2.353975,2.347068,2.548110,2.322088,2.425112,2.196942,2.115765,2.106825,2.214644,2.103747,1.808942,2.017313,1.831732,2.251238,2.123231,1
2.468104,2.536405,2.272942,2.404059,2.571295,2.770974,2.674445,2.201978,2.452135,2.230722,2.352328,2.127870,2.447484,2.317466,2.227873,2.399248,2.034118,2.258107,2.461165,2.743044,2.614642,2.334860,2.322817,1.926772,2.213882,2.315366,2.556916,2.430205,1.986788,2.079840,2.097337,2.053987,2.240605,2.588585,2.459161,2.544628,2.612368,2.145196,2.481100,2.282077,2.471570,2.395176,2.243252,2.373821,2.167708,2.259380,2.080823,2.302454,2.230644,2.350073,2.504315,2.180533,2.339694,2.271662,2.447009,2.331654,2.277710,2.233842,1.831074,2.105098,2.310228,2.355319,2.308624,1
2.052681,2.576055,2.461047,2.493675,2.637041,2.683370,2.655236,1.749889,2.036414,1.968668,2.007457,2.084369,2.390152,2.278236,1.809678,2.190244,2.025289,2.084042,2.371097,2.675244,2.555908,2.628725,2.549677,2.323500,2.487116,2.540059,2.489431,2.502546,2.790147,2.620797,2.335984,2.513457,2.744361,2.671204,2.682135,3.205683,3.202254,2.820776,3.079091,2.880476,2.623257,2.740321,3.088086,2.903132,2.571435,2.805896,2.781437,2.539664,2.663908,1.810239,2.362596,2.233531,2.218683,2.228807,2.436705,2.342050,2.333023,2.399245,2.206750,2.345024,2.552221,2.483053,2.524140,1
1.948343,2.258451,2.113851,2.203678,2.322160,2.314617,2.311313,1.445145,1.852638,1.564161,1.700454,2.041324,2.327427,2.242192,1.090458,1.272847,1.547779,1.437442,2.044255,2.339951,2.262661,2.462486,2.433981,2.286656,2.401129,2.303448,2.312532,2.350021,2.696039,2.602443,2.213461,2.463525,2.505897,2.361327,2.447152,3.065038,3.136132,2.801765,3.024489,2.851851,2.580222,2.711331,2.976407,2.870769,2.580822,2.772350,2.619284,2.442994,2.540797,1.811897,2.059232,1.746353,1.950505,1.805454,1.974671,1.908155,2.131456,2.195349,1.762172,2.060123,2.390567,2.078529,2.262173,1
